Season,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HomeShots,AwayShots,HomeShotsOnTarget,AwayShotsOnTarget,HomeElo,AwayElo,EloDiff,Home_PPG_Last5,Away_PPG_Last5,Home_GoalsScored_Last5,Away_GoalsScored_Last5,Home_GoalsConceded_Last5,Away_GoalsConceded_Last5,Home_Shots_Last5,Away_Shots_Last5,Home_ShotsAllowed_Last5,Away_ShotsAllowed_Last5,Home_SOT_Last5,Away_SOT_Last5,Home_SOTAllowed_Last5,Away_SOTAllowed_Last5,Home_OppAvgElo_Last5,Away_OppAvgElo_Last5,PPG_Last5_Diff,Goals_Last5_Diff,GoalsConceded_Last5_Diff,Shots_Last5_Diff,SOT_Last5_Diff,ShotDiff_Last5_Diff,HomeRestDays,AwayRestDays,RestDiff
2023/24,2024-02-10,Luton,Sheffield United,1,3,A,20,7,5,3,1470.49,1339.13,131.36,1.60,0.20,2.80,1.20,2.00,3.00,14.00,13.00,14.80,14.40,6.20,4.80,5.80,5.40,1477.36,1558.49,1.40,1.60,-1.00,1.00,1.40,0.60,7,7,0
2023/24,2024-02-10,Tottenham,Brighton,2,1,H,16,6,6,3,1602.02,1557.04,44.99,1.60,1.60,2.40,1.60,2.20,1.40,15.00,14.00,14.20,11.60,5.20,5.80,5.00,4.20,1522.81,1513.13,0.00,0.80,0.80,1.00,-0.60,-1.60,7,7,0
2023/24,2024-02-10,Wolves,Brentford,0,2,A,17,9,5,6,1502.42,1490.74,11.68,2.00,0.60,2.80,1.60,1.40,3.00,12.20,10.40,14.20,16.00,5.60,4.20,4.40,6.80,1534.93,1546.69,1.40,1.20,-1.60,1.80,1.40,3.60,6,5,1
2023/24,2024-02-10,Nott'm Forest,Newcastle,2,3,A,13,7,3,5,1445.99,1572.64,-126.64,1.40,0.80,1.80,2.40,1.60,3.00,10.40,13.80,13.60,19.80,4.00,5.20,4.40,9.20,1566.29,1586.84,0.60,-0.60,-1.40,-3.40,-1.20,2.80,6,7,-1
2023/24,2024-02-11,West Ham,Arsenal,0,6,A,5,25,1,12,1522.33,1676.71,-154.38,1.20,1.80,1.00,2.20,1.20,1.20,11.80,19.60,18.80,10.40,3.20,5.40,6.20,3.20,1534.68,1523.70,-0.60,-1.20,0.00,-7.80,-2.20,-16.20,7,7,0
2023/24,2024-02-11,Aston Villa,Man United,1,2,A,23,17,10,5,1604.56,1604.60,-0.04,1.40,2.00,2.20,2.60,1.60,1.80,14.20,13.00,11.20,14.40,6.40,5.40,4.80,4.40,1471.82,1538.98,-0.60,-0.40,-0.20,1.20,1.00,4.40,8,7,1
2023/24,2024-02-12,Crystal Palace,Chelsea,1,3,A,13,14,4,5,1467.44,1513.26,-45.83,1.20,1.80,1.60,1.80,2.80,2.20,11.40,11.40,12.20,16.80,5.00,4.80,5.00,7.00,1512.29,1522.40,-0.60,-0.20,0.60,0.00,0.20,4.60,9,8,1
2023/24,2024-02-17,Brentford,Liverpool,1,4,A,15,15,6,8,1501.08,1702.76,-201.68,1.20,2.40,1.80,3.20,2.20,1.40,9.40,22.20,17.20,8.80,4.60,9.20,6.80,3.60,1551.96,1528.76,-1.20,-1.40,0.80,-12.80,-4.60,-21.20,7,7,0
2023/24,2024-02-17,Burnley,Arsenal,0,5,A,8,16,0,7,1382.68,1682.54,-299.86,0.40,2.40,1.40,3.40,2.40,0.80,10.20,18.60,17.40,10.20,4.60,6.20,6.60,2.80,1594.61,1523.83,-2.00,-2.00,1.60,-8.40,-1.60,-15.60,7,6,1
2023/24,2024-02-17,Fulham,Aston Villa,1,2,A,15,12,4,3,1477.10,1594.56,-117.46,1.60,1.40,1.40,2.00,1.00,1.40,15.20,16.80,17.60,12.00,5.40,7.60,3.60,4.40,1506.69,1474.32,0.20,-0.60,-0.40,-1.60,-2.20,-7.20,7,6,1
2023/24,2024-02-17,Newcastle,Bournemouth,2,2,D,17,12,5,7,1579.14,1472.04,107.11,1.40,0.40,2.80,0.80,2.80,2.40,11.40,15.60,19.40,10.00,4.80,3.00,8.60,5.60,1590.07,1547.23,1.00,2.00,0.40,-4.20,1.80,-13.60,7,7,0
2023/24,2024-02-17,Nott'm Forest,West Ham,2,0,H,19,10,8,3,1439.49,1516.50,-77.01,0.80,0.60,1.60,0.60,2.00,2.40,10.00,11.60,11.20,17.80,3.40,2.80,4.00,7.00,1562.61,1532.94,0.20,1.00,-0.40,-1.60,0.60,5.00,7,6,1
2023/24,2024-02-17,Tottenham,Wolves,1,2,A,15,12,4,7,1610.74,1492.09,118.65,2.20,1.40,2.40,2.00,1.60,1.60,14.40,13.40,12.40,13.20,5.80,5.60,3.80,4.80,1523.53,1530.02,0.80,0.40,0.00,1.00,0.20,1.80,7,7,0
2023/24,2024-02-17,Man City,Chelsea,1,1,D,31,9,5,6,1745.55,1521.95,223.59,3.00,1.80,2.60,2.00,0.80,2.20,20.60,12.40,7.60,16.80,7.40,5.00,2.80,6.80,1455.22,1521.54,1.20,0.60,-1.40,8.20,2.40,17.40,7,5,2
2023/24,2024-02-18,Sheffield United,Brighton,0,5,A,6,24,1,10,1352.74,1548.32,-195.58,0.80,1.00,1.40,1.00,2.60,1.40,10.20,12.20,16.00,11.00,4.20,4.60,5.60,4.80,1560.97,1512.99,-0.20,0.40,1.20,-2.00,-0.40,-7.00,8,8,0
2023/24,2024-02-18,Luton,Man United,1,2,A,22,21,4,9,1456.88,1614.60,-157.73,1.00,2.00,2.40,2.40,2.20,1.60,15.60,13.80,12.00,17.00,6.40,5.00,5.20,5.60,1474.47,1535.35,-1.00,0.00,0.60,1.80,1.40,6.80,8,7,1
2023/24,2024-02-19,Everton,Crystal Palace,1,1,D,19,10,4,4,1475.89,1458.75,17.15,0.60,1.20,0.40,1.60,1.40,3.00,12.00,11.40,16.20,13.20,2.40,4.80,5.20,5.20,1583.95,1514.34,-0.60,-1.20,-1.60,0.60,-2.40,-2.40,9,7,2
2023/24,2024-02-20,Man City,Brentford,1,0,H,25,6,11,2,1739.87,1496.31,243.56,2.60,1.20,2.40,1.80,1.00,2.40,23.20,10.60,8.60,17.60,7.60,5.00,3.60,7.20,1490.31,1599.98,1.40,0.60,-1.40,12.60,2.60,21.60,3,3,0
2023/24,2024-02-21,Liverpool,Luton,4,1,H,29,12,13,3,1707.53,1451.13,256.40,2.40,1.00,3.20,2.20,1.20,2.00,18.40,17.00,10.80,13.80,7.80,6.00,4.20,5.40,1513.63,1494.97,1.40,1.00,-0.80,1.40,1.80,4.40,4,3,1
2023/24,2024-02-24,Aston Villa,Nott'm Forest,4,2,H,16,10,6,3,1601.31,1451.67,149.64,1.40,0.80,1.80,1.60,1.20,1.80,15.40,12.20,13.20,11.20,6.80,4.60,4.20,3.60,1492.21,1545.31,0.60,0.20,-0.60,3.20,2.20,1.20,7,7,0
2023/24,2024-02-24,Brighton,Everton,1,1,D,23,6,7,3,1553.22,1475.40,77.82,1.40,0.80,2.00,0.60,1.40,1.00,12.60,13.80,11.00,15.80,5.00,3.20,4.60,4.80,1476.32,1578.26,0.60,1.40,0.40,-1.20,1.80,3.60,6,5,1
2023/24,2024-02-24,Crystal Palace,Burnley,3,0,H,15,2,6,0,1459.24,1379.66,79.58,0.80,0.40,1.20,1.00,3.00,2.80,10.80,10.00,15.20,16.80,4.40,3.60,5.20,6.60,1508.69,1608.74,0.40,0.20,0.20,0.80,0.80,2.40,5,7,-2
2023/24,2024-02-24,Man United,Fulham,1,2,A,21,17,9,5,1620.35,1470.36,149.99,2.60,1.00,2.60,1.20,1.40,1.20,16.00,15.20,19.80,17.40,5.80,5.40,6.00,3.60,1537.88,1491.40,1.60,1.40,0.20,0.80,0.40,-1.60,6,7,-1
2023/24,2024-02-24,Bournemouth,Man City,0,1,A,13,15,4,6,1475.03,1743.82,-268.80,0.60,2.60,1.00,2.00,2.20,0.60,13.20,22.80,11.00,7.40,3.60,7.60,5.40,3.00,1544.79,1475.58,-2.00,-1.00,1.60,-9.60,-4.00,-13.20,7,4,3
2023/24,2024-02-24,Arsenal,Newcastle,4,1,H,18,3,8,2,1685.56,1576.16,109.41,3.00,1.60,4.20,2.80,0.40,2.40,19.20,13.80,8.80,15.00,7.00,5.20,2.00,7.00,1507.91,1545.53,1.40,1.40,-2.00,5.40,1.80,11.60,7,7,0
2023/24,2024-02-25,Wolves,Sheffield United,1,0,H,13,12,2,4,1505.38,1347.84,157.53,1.40,0.80,1.80,1.40,1.80,3.20,13.40,10.60,14.20,17.20,5.80,4.00,5.60,6.80,1555.75,1525.05,0.60,0.40,-1.40,2.80,1.80,5.80,8,7,1
2023/24,2024-02-26,West Ham,Brentford,4,2,H,17,14,6,8,1504.32,1492.36,11.96,0.40,0.60,0.60,1.20,2.80,2.20,12.40,9.60,17.20,20.20,3.00,4.40,7.00,8.80,1507.87,1656.26,-0.20,-0.60,0.60,2.80,-1.40,5.80,9,6,3
2023/24,2024-03-02,Brentford,Chelsea,2,2,D,14,17,5,6,1482.70,1527.62,-44.92,0.60,1.40,1.20,1.60,2.40,2.00,10.60,11.80,19.80,20.00,5.00,4.60,9.00,6.60,1637.47,1577.61,-0.80,-0.40,0.40,-1.20,0.40,-1.00,5,14,-9
2023/24,2024-03-02,Everton,West Ham,1,3,A,22,12,11,5,1477.60,1513.98,-36.37,0.80,0.80,0.80,1.00,1.20,2.80,13.00,12.60,17.20,15.80,3.40,3.20,5.20,7.40,1565.67,1537.44,0.00,-0.20,-1.60,0.40,0.20,-1.00,7,5,2
2023/24,2024-03-02,Fulham,Brighton,3,0,H,12,15,5,5,1484.43,1551.02,-66.59,1.60,1.40,1.60,2.20,1.20,1.60,15.80,15.00,18.20,10.60,5.60,5.60,4.80,4.60,1511.32,1472.00,0.20,-0.60,-0.40,0.80,0.00,-6.80,7,7,0
2023/24,2024-03-02,Newcastle,Wolves,3,0,H,14,12,7,3,1569.20,1511.13,58.08,1.60,1.80,2.60,2.00,2.60,1.80,12.00,14.40,13.20,14.40,4.60,5.60,6.40,5.60,1536.66,1512.51,-0.20,0.60,0.80,-2.40,-1.00,-1.20,7,6,1
2023/24,2024-03-02,Nott'm Forest,Liverpool,0,1,A,8,22,2,2,1445.73,1711.25,-265.53,0.80,2.40,1.60,3.20,2.00,1.40,11.80,21.40,12.20,11.00,4.60,9.00,3.80,4.60,1566.98,1506.52,-1.60,-1.60,0.60,-9.60,-4.40,-10.80,7,10,-3
2023/24,2024-03-02,Tottenham,Crystal Palace,3,1,H,14,4,6,1,1597.45,1466.99,130.46,1.60,1.40,2.00,1.80,1.80,2.00,15.00,11.40,10.00,11.40,5.40,4.60,4.40,4.00,1523.16,1453.49,0.20,0.20,-0.20,3.60,0.80,5.00,14,7,7
2023/24,2024-03-02,Luton,Aston Villa,2,3,A,13,12,5,8,1447.41,1607.25,-159.84,0.80,1.80,2.20,2.60,2.60,1.60,16.60,15.40,17.00,13.20,5.60,7.00,6.60,4.40,1559.81,1488.09,-1.00,-0.40,1.00,1.20,-1.40,-2.60,10,7,3
2023/24,2024-03-03,Burnley,Bournemouth,0,2,A,20,10,6,3,1371.91,1471.52,-99.61,0.20,0.60,0.80,1.00,3.20,1.60,7.80,13.60,17.00,11.20,2.20,4.20,6.80,5.20,1609.28,1553.27,-0.40,-0.20,1.60,-5.80,-2.00,-11.60,8,8,0
2023/24,2024-03-03,Man City,Man United,3,1,H,27,3,8,1,1747.33,1606.28,141.05,2.60,2.40,1.60,2.40,0.40,1.40,23.00,18.40,8.40,20.00,8.00,7.20,3.20,5.80,1493.50,1512.24,0.20,-0.80,-1.00,4.60,0.80,16.20,8,8,0
2023/24,2024-03-04,Sheffield United,Arsenal,0,6,A,4,22,0,10,1342.09,1692.51,-350.42,0.60,3.00,1.00,4.00,3.00,0.60,8.80,18.60,16.60,7.00,3.60,7.40,6.20,1.40,1518.74,1528.38,-2.40,-3.00,2.40,-9.80,-3.80,-19.40,8,9,-1
2023/24,2024-03-09,Man United,Everton,2,0,H,15,23,8,6,1600.13,1468.65,131.49,1.80,0.60,1.80,1.00,1.40,1.80,14.80,13.20,22.20,14.60,5.80,4.80,6.00,5.00,1561.92,1574.69,1.20,0.80,-0.40,1.60,1.00,-6.00,6,7,-1
2023/24,2024-03-09,Bournemouth,Sheffield United,2,2,D,32,13,12,9,1478.73,1339.74,138.99,1.00,0.60,1.20,0.60,1.40,3.60,13.80,7.80,13.40,18.60,4.00,2.60,5.80,7.40,1521.28,1563.51,0.40,0.60,-2.20,6.00,1.40,11.20,6,5,1
2023/24,2024-03-09,Crystal Palace,Luton,1,1,D,21,8,4,2,1460.58,1441.71,18.87,0.80,0.20,1.40,1.80,2.20,3.20,9.80,15.60,12.40,17.60,4.00,5.00,4.20,7.80,1503.08,1568.83,0.60,-0.40,-1.00,-5.80,-1.00,-0.60,7,7,0
2023/24,2024-03-09,Wolves,Fulham,2,1,H,8,23,3,6,1502.78,1496.32,6.47,1.80,2.00,1.40,2.20,1.60,1.20,13.60,13.20,13.00,17.00,4.80,5.40,5.40,5.00,1508.54,1526.30,-0.20,-0.80,0.40,0.40,-0.60,4.40,7,7,0
2023/24,2024-03-09,Arsenal,Brentford,2,1,H,17,9,6,4,1694.86,1483.99,210.87,3.00,0.80,4.80,1.40,0.40,2.20,19.20,11.60,6.00,18.20,8.80,5.40,0.80,7.20,1506.90,1595.40,2.20,3.40,-1.80,7.60,3.40,19.80,5,7,-2
2023/24,2024-03-10,Aston Villa,Tottenham,0,4,A,10,9,1,5,1612.95,1603.86,9.09,2.40,2.00,3.00,2.20,1.40,1.60,15.40,14.60,13.00,9.00,7.40,5.40,4.40,4.20,1464.72,1498.81,0.40,0.80,-0.20,0.80,2.00,-3.20,8,8,0
2023/24,2024-03-10,Brighton,Nott'm Forest,1,0,H,10,9,3,4,1539.13,1442.16,96.96,1.40,0.80,2.20,1.40,1.40,1.80,16.20,11.60,9.40,12.80,6.20,4.40,4.00,3.60,1477.99,1577.06,0.60,0.80,-0.40,4.60,1.80,8.00,8,8,0
2023/24,2024-03-10,West Ham,Burnley,2,2,D,22,11,4,4,1522.93,1364.70,158.23,1.20,0.20,1.40,0.60,2.80,3.00,13.20,10.20,18.40,16.20,3.60,2.80,8.80,6.60,1536.53,1556.46,1.00,0.80,-0.20,3.00,0.80,0.80,8,7,1
2023/24,2024-03-10,Liverpool,Man City,1,1,D,19,10,6,6,1714.82,1753.48,-38.66,2.40,2.60,2.60,1.60,1.20,0.40,20.20,23.40,11.80,7.20,6.80,6.60,4.40,2.80,1489.77,1515.82,-0.20,1.00,0.80,-3.20,0.20,-7.80,8,7,1
2023/24,2024-03-11,Chelsea,Newcastle,3,2,H,12,11,8,3,1526.34,1577.55,-51.21,1.00,1.60,1.80,2.60,2.40,2.40,11.80,12.00,20.00,13.20,5.20,5.00,6.80,5.80,1578.62,1516.44,-0.60,-0.80,0.00,-0.20,0.20,-7.00,9,9,0
2023/24,2024-03-13,Bournemouth,Luton,4,3,H,24,8,10,4,1474.93,1442.25,32.67,1.00,0.20,1.40,1.20,1.60,2.60,18.40,15.00,14.40,18.00,6.00,3.80,6.40,7.40,1500.25,1545.82,0.80,0.20,-1.00,3.40,2.20,7.00,4,4,0
2023/24,2024-03-16,Burnley,Brentford,2,1,H,17,9,6,5,1368.97,1479.41,-110.44,0.20,0.20,0.60,1.20,3.00,2.60,10.00,11.60,17.60,18.20,2.80,5.00,6.00,7.40,1567.24,1633.89,0.00,-0.60,0.40,-1.60,-2.20,-1.00,6,7,-1
2023/24,2024-03-16,Luton,Nott'm Forest,1,1,D,10,16,4,6,1433.19,1434.88,-1.69,0.20,0.60,1.60,1.20,2.80,1.80,12.60,11.80,21.40,13.00,3.60,4.00,8.80,3.80,1572.98,1588.17,-0.40,0.40,1.00,0.80,-0.40,-7.60,3,6,-3
2023/24,2024-03-16,Fulham,Tottenham,3,0,H,16,14,7,5,1486.51,1614.12,-127.62,1.80,2.00,2.00,2.40,1.20,1.20,14.80,12.60,16.20,9.20,5.20,5.40,4.80,3.40,1550.24,1521.00,-0.20,-0.40,0.00,2.20,-0.20,-4.80,7,6,1
2023/24,2024-03-17,West Ham,Aston Villa,1,1,D,13,13,5,5,1518.67,1602.68,-84.02,1.40,1.80,1.80,2.00,2.60,2.20,13.20,14.60,18.20,12.80,3.80,5.60,8.60,4.40,1490.17,1516.93,-0.40,-0.20,0.40,-1.40,-1.80,-6.80,7,7,0
2023/24,2024-03-30,Newcastle,West Ham,4,3,H,24,10,9,4,1566.08,1521.04,45.04,1.40,1.60,2.20,2.00,2.20,1.60,10.40,14.80,13.40,15.80,4.40,4.60,5.80,7.20,1528.21,1475.37,-0.20,0.20,0.60,-4.40,-0.20,-2.00,19,13,6
2023/24,2024-03-30,Bournemouth,Everton,2,1,H,11,7,4,3,1483.99,1462.26,21.73,1.60,0.40,2.00,0.60,1.60,1.80,18.20,15.00,14.60,15.80,7.20,5.00,6.00,5.40,1495.37,1573.60,1.20,1.40,-0.20,3.20,2.20,4.40,17,20,-3
2023/24,2024-03-30,Chelsea,Burnley,2,2,D,33,18,13,7,1537.80,1382.04,155.76,1.60,0.80,2.20,0.80,2.00,2.60,13.40,11.60,16.60,14.40,6.20,3.20,4.80,5.00,1552.95,1523.13,0.80,1.40,-0.60,1.80,3.00,-0.40,19,14,5
2023/24,2024-03-30,Nott'm Forest,Crystal Palace,1,1,D,12,10,5,3,1434.83,1460.04,-25.20,0.80,1.00,1.00,1.40,1.40,1.60,12.40,12.60,13.60,11.40,4.60,3.80,3.60,3.40,1560.28,1481.59,-0.20,-0.40,-0.20,-0.20,0.80,-2.40,14,20,-6
2023/24,2024-03-30,Sheffield United,Fulham,3,3,D,8,24,4,9,1343.54,1500.02,-156.48,0.80,1.80,1.00,2.00,3.00,1.00,8.40,16.60,22.20,14.00,3.40,5.40,7.80,5.00,1539.09,1576.57,-1.00,-1.00,2.00,-8.20,-2.00,-16.40,20,14,6
2023/24,2024-03-30,Tottenham,Luton,2,1,H,17,7,4,3,1600.61,1433.24,167.37,1.80,0.40,2.00,1.60,1.40,2.60,13.60,10.20,9.60,20.40,5.20,3.60,3.80,8.20,1523.12,1537.03,1.40,0.40,-1.20,3.40,1.60,14.20,14,14,0
2023/24,2024-03-30,Aston Villa,Wolves,2,0,H,11,13,5,3,1600.31,1512.60,87.71,2.00,1.80,2.00,1.00,2.00,1.40,12.60,12.40,12.00,14.60,4.60,4.00,4.40,5.40,1499.74,1502.97,0.20,1.00,0.60,0.20,0.60,2.80,13,20,-7
2023/24,2024-03-30,Brentford,Man United,1,1,D,31,11,5,5,1466.33,1606.52,-140.19,0.20,1.80,1.20,1.60,2.20,1.40,10.40,15.40,18.60,22.40,4.80,6.40,7.00,6.60,1567.13,1549.56,-1.60,-0.40,0.80,-5.00,-1.60,-1.20,14,20,-6
2023/24,2024-03-31,Liverpool,Brighton,2,1,H,30,9,8,3,1715.92,1546.41,169.52,2.60,1.40,2.60,1.60,0.80,1.20,22.00,15.60,10.80,9.80,7.80,5.60,4.20,3.80,1507.38,1471.35,1.20,1.00,-0.40,6.40,2.20,5.40,20,20,0
2023/24,2024-03-31,Man City,Arsenal,0,0,D,12,6,1,2,1752.37,1699.44,52.93,2.20,3.00,1.40,4.60,0.60,0.40,21.60,19.60,10.00,5.80,7.20,8.60,3.80,1.40,1562.88,1461.45,-0.80,-3.20,0.20,2.00,-1.40,-2.20,20,20,0
2023/24,2024-04-02,Newcastle,Everton,1,1,D,18,10,6,3,1574.80,1452.89,121.91,1.40,0.40,2.40,0.80,2.40,1.80,13.80,15.40,12.80,14.20,5.20,5.40,6.00,5.60,1543.22,1522.01,1.00,1.60,0.60,-1.60,-0.20,-0.20,3,3,0
2023/24,2024-04-02,Nott'm Forest,Fulham,3,1,H,16,18,4,3,1435.56,1495.80,-60.24,0.40,2.00,0.80,2.40,1.60,1.20,11.00,18.40,13.60,13.20,4.00,6.40,3.60,5.20,1548.98,1526.36,-1.60,-1.60,0.40,-7.40,-2.40,-7.80,3,3,0
2023/24,2024-04-02,Bournemouth,Crystal Palace,1,0,H,11,3,6,2,1493.36,1459.31,34.05,2.00,1.20,2.00,1.40,1.40,1.20,18.00,12.00,12.60,11.00,6.60,3.60,5.60,3.40,1472.00,1465.91,0.80,0.60,0.20,6.00,3.00,4.40,3,3,0
2023/24,2024-04-02,Burnley,Wolves,1,1,D,13,8,6,2,1386.25,1505.07,-118.82,1.00,1.80,1.20,1.00,2.00,1.40,13.60,11.60,17.80,15.00,4.60,3.60,6.20,5.20,1494.18,1524.88,-0.80,0.20,0.60,2.00,1.00,-0.80,3,3,0
2023/24,2024-04-02,West Ham,Tottenham,1,1,D,11,13,4,4,1512.33,1606.13,-93.80,1.60,1.80,2.60,2.00,2.00,1.40,14.80,13.80,16.80,9.80,4.80,4.80,7.40,3.80,1500.68,1498.36,-0.20,0.60,0.60,1.00,0.00,-6.00,3,3,0
2023/24,2024-04-03,Arsenal,Luton,2,0,H,13,5,4,1,1700.95,1427.71,273.24,2.60,0.40,3.40,1.60,0.40,2.20,15.80,9.20,7.20,18.00,6.60,3.60,1.40,6.40,1507.46,1515.65,2.20,1.80,-1.80,6.60,3.00,17.40,3,4,-1
2023/24,2024-04-03,Brentford,Brighton,0,0,D,5,24,2,6,1470.16,1540.93,-70.77,0.40,1.40,1.40,1.60,2.20,1.20,15.40,16.20,15.80,12.60,5.40,5.60,5.80,4.20,1540.46,1494.13,-1.00,-0.20,1.00,-0.80,-0.20,-4.00,4,3,1
2023/24,2024-04-03,Man City,Aston Villa,4,1,H,25,8,11,3,1750.86,1607.84,143.02,2.20,2.00,1.20,2.00,0.40,1.80,17.80,12.40,9.40,11.60,6.40,5.00,3.00,4.20,1598.38,1506.84,0.20,-0.80,-1.40,5.40,1.40,7.60,3,4,-1
2023/24,2024-04-04,Liverpool,Sheffield United,3,1,H,29,8,9,3,1721.40,1347.76,373.64,2.60,0.40,2.40,1.00,0.80,3.40,23.00,8.60,10.80,23.00,7.40,3.60,4.00,8.60,1539.57,1544.99,2.20,1.40,-2.60,14.40,3.80,26.60,4,5,-1
2023/24,2024-04-04,Chelsea,Man United,4,3,H,28,19,10,5,1533.60,1602.69,-69.09,1.80,1.40,2.20,1.40,1.60,1.40,17.00,14.20,17.40,24.00,7.60,6.40,4.80,5.60,1531.06,1521.91,0.40,0.80,0.20,2.80,1.20,9.40,5,5,0
2023/24,2024-04-06,Crystal Palace,Man City,2,4,A,7,18,4,8,1450.29,1756.96,-306.67,1.00,2.20,1.20,1.80,1.20,0.60,10.60,17.80,9.40,9.80,3.20,6.40,3.80,3.20,1469.40,1620.68,-1.20,-0.60,0.60,-7.20,-3.20,-6.80,4,3,1
2023/24,2024-04-06,Aston Villa,Brentford,3,3,D,11,8,3,3,1601.74,1472.17,129.57,1.40,0.60,1.40,1.00,2.20,1.40,10.80,13.60,14.60,17.20,4.40,4.20,5.80,5.80,1566.68,1547.78,0.80,0.40,0.80,-2.80,0.20,-0.20,3,3,0
2023/24,2024-04-06,Everton,Burnley,1,0,H,12,6,3,1,1456.26,1389.54,66.72,0.40,1.20,0.80,1.40,1.80,1.60,13.60,15.80,15.80,16.40,5.20,5.80,6.00,5.40,1545.22,1503.35,-0.80,-0.60,0.20,-2.20,-0.60,-1.60,4,4,0
2023/24,2024-04-06,Fulham,Newcastle,0,1,A,14,12,4,5,1484.08,1571.42,-87.34,1.40,1.40,2.20,2.20,1.60,2.20,18.60,14.00,12.20,12.40,6.00,5.40,4.20,5.20,1489.40,1539.39,0.00,0.00,-0.60,4.60,0.60,4.80,4,4,0
2023/24,2024-04-06,Luton,Bournemouth,2,1,H,19,8,9,1,1424.28,1502.39,-78.11,0.40,2.60,1.20,2.20,2.00,1.20,7.60,17.60,18.20,10.20,2.80,7.00,5.60,4.80,1534.39,1415.09,-2.20,-1.00,0.80,-10.00,-4.20,-18.00,3,4,-1
2023/24,2024-04-06,Wolves,West Ham,1,2,A,14,11,7,4,1501.78,1514.97,-13.19,1.40,1.20,0.80,2.00,1.40,1.80,10.80,13.60,14.60,16.60,2.60,4.40,5.60,6.60,1479.98,1523.44,0.20,-1.20,-0.40,-2.80,-1.80,-0.80,4,4,0
2023/24,2024-04-06,Brighton,Arsenal,0,3,A,10,20,2,7,1538.92,1704.39,-165.47,1.00,2.60,0.60,2.80,1.20,0.40,16.20,15.20,12.40,6.60,4.80,6.00,4.40,1.60,1517.61,1516.46,-1.60,-2.20,0.80,1.00,-1.20,-4.80,3,3,0
2023/24,2024-04-07,Man United,Liverpool,2,2,D,9,28,5,7,1590.73,1723.48,-132.76,0.80,2.60,1.60,2.20,2.00,0.80,13.80,25.80,25.20,9.40,5.60,7.60,6.80,3.40,1537.25,1508.90,-1.80,-0.60,1.20,-12.00,-2.00,-27.80,3,3,0
2023/24,2024-04-07,Sheffield United,Chelsea,2,2,D,11,6,6,3,1345.68,1545.56,-199.88,0.40,1.80,1.20,2.40,3.00,2.00,9.00,19.80,24.00,18.60,4.00,8.60,8.40,5.00,1579.61,1558.11,-1.40,-1.20,1.00,-10.80,-4.60,-16.20,3,3,0
2023/24,2024-04-07,Tottenham,Nott'm Forest,3,1,H,17,13,7,6,1603.49,1447.27,156.22,2.00,1.00,2.00,1.00,1.20,1.00,13.40,12.20,9.60,14.00,4.80,4.20,3.20,3.00,1502.40,1527.88,1.00,1.00,0.20,1.20,0.60,5.60,5,5,0
2023/24,2024-04-13,Newcastle,Tottenham,4,0,H,18,11,5,2,1578.96,1609.28,-30.32,2.00,2.00,2.20,2.00,1.40,1.20,15.80,14.00,11.60,11.40,6.00,5.00,4.40,4.20,1499.10,1498.46,0.00,0.20,0.20,1.80,1.00,1.60,7,6,1
2023/24,2024-04-13,Brentford,Sheffield United,2,0,H,9,8,5,2,1475.74,1350.87,124.87,0.60,0.60,1.20,1.60,1.60,3.20,12.40,8.80,16.00,22.60,3.80,4.40,5.20,8.60,1562.60,1587.64,0.00,-0.40,-1.60,3.60,-0.60,10.20,7,6,1
2023/24,2024-04-13,Burnley,Brighton,1,1,D,11,20,3,8,1381.44,1533.35,-151.92,1.20,0.80,1.40,0.40,1.40,1.60,13.00,13.60,16.80,15.20,4.80,3.80,5.40,5.20,1500.29,1563.41,0.40,1.00,-0.20,-0.60,1.00,-2.20,7,7,0
2023/24,2024-04-13,Man City,Luton,5,1,H,33,4,13,2,1759.88,1436.49,323.40,2.20,0.80,2.40,1.40,1.00,2.00,18.40,9.80,8.60,15.60,6.80,4.20,3.20,5.00,1615.73,1542.75,1.40,1.00,-1.00,8.60,2.60,15.60,7,7,0
2023/24,2024-04-13,Nott'm Forest,Wolves,2,2,D,18,11,9,4,1441.49,1492.16,-50.67,1.00,0.80,1.20,0.80,1.40,1.80,13.20,11.00,13.00,14.40,5.00,3.60,4.00,5.60,1506.33,1513.41,0.20,0.40,-0.40,2.20,1.40,3.60,6,7,-1
2023/24,2024-04-13,Bournemouth,Man United,2,2,D,20,8,5,2,1490.18,1594.37,-104.20,2.00,1.00,2.00,1.80,1.60,2.00,17.20,11.40,10.00,27.40,6.60,4.80,5.40,7.20,1425.57,1587.88,1.00,0.20,-0.40,5.80,1.80,23.20,7,6,1
2023/24,2024-04-14,Liverpool,Crystal Palace,0,1,A,21,8,6,5,1719.84,1447.37,272.47,2.20,0.40,1.80,1.00,1.00,2.00,25.60,9.00,8.80,12.60,6.40,2.80,3.80,5.40,1536.82,1544.86,1.80,0.80,-1.00,16.60,3.60,20.40,7,8,-1
2023/24,2024-04-14,West Ham,Fulham,0,2,A,15,18,4,10,1524.59,1476.55,48.04,1.20,0.80,1.80,1.60,1.80,1.80,13.40,19.00,15.00,11.60,4.20,5.80,5.80,4.20,1528.27,1493.48,0.40,0.20,0.00,-5.60,-1.60,-9.00,8,8,0
